team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NYR,2022,NYR,NYR,Team Level,5on5,67,0.49,0.51,0.51,199337.0,1606.83,130.3,106.63,383.28,52.73,894.48,663.58,126.61,131.77,128.01,1599.0,632.0,791.0,3022.0,139.0,117.0,10.0,282.0,39.0,862.0,792.0,1460.0,2092.0,191.0,439.0,1357.0,1639.0,422.0,614.0,1694.0,437.0,100.0,50.81,52.53,26.97,57.0,62.0,20.0,3050.81,2231.0,2248.87,318.0,22.02,21.43,21.51,130.81,132.23,130.04,1577.92,136.98,105.4,380.53,52.27,848.14,633.73,132.0,136.64,131.72,1553.0,605.0,798.0,2956.0,129.0,129.0,19.0,249.0,32.0,770.0,850.0,1424.0,2029.0,208.0,483.0,1445.0,1394.0,408.0,552.0,1572.0,460.0,126.0,47.21,56.87,32.91,62.0,44.0,23.0,2946.37,2158.0,2157.3,298.0,21.86,24.73,25.12,133.74,133.52,131.34
NYR,2022,NYR,NYR,Team Level,4on5,67,0.16,0.19,0.21,17797.0,68.93,6.68,3.53,9.85,2.01,21.04,47.88,6.66,6.68,6.66,67.0,24.0,12.0,103.0,6.0,2.0,0.0,6.0,0.0,16.0,61.0,61.0,85.0,9.0,18.0,116.0,42.0,56.0,18.0,63.0,20.0,8.0,2.21,2.39,2.08,2.0,2.0,2.0,103.0,91.0,91.0,16.0,0.82,0.06,0.06,7.45,7.45,7.43,242.17,34.17,21.51,48.59,7.92,146.75,77.04,31.71,34.17,31.71,238.0,98.0,108.0,444.0,31.0,27.0,6.0,33.0,4.0,129.0,112.0,207.0,305.0,14.0,28.0,171.0,18.0,15.0,74.0,232.0,62.0,42.0,5.6,7.67,20.9,2.0,10.0,19.0,444.0,336.0,336.0,8.0,5.55,9.02,9.02,30.7,30.7,29.44
NYR,2022,NYR,NYR,Team Level,5on4,67,0.91,0.9,0.89,19499.0,364.99,42.65,34.47,76.56,12.73,231.48,117.12,39.73,42.65,39.73,351.0,164.0,132.0,647.0,40.0,40.0,3.0,56.0,7.0,236.0,136.0,311.0,475.0,13.0,29.0,202.0,20.0,17.0,60.0,371.0,101.0,43.0,10.46,12.54,19.65,12.0,10.0,18.0,647.0,515.0,515.0,8.0,8.78,6.33,6.25,45.18,45.18,43.08,46.13,4.45,2.24,6.7,1.4,14.54,31.68,4.38,4.45,4.38,50.0,11.0,12.0,73.0,4.0,3.0,0.0,2.0,0.0,10.0,42.0,46.0,57.0,8.0,19.0,153.0,42.0,33.0,20.0,42.0,14.0,5.0,0.97,1.9,1.57,0.0,2.0,2.0,73.0,61.0,61.0,19.0,0.52,1.04,1.04,3.92,3.92,3.91
TBL,2022,TBL,TBL,Team Level,other,68,0.56,0.53,0.57,9308.0,154.35,36.85,11.12,27.74,5.45,83.77,46.08,34.02,36.85,34.02,154.0,57.0,56.0,267.0,32.0,19.0,3.0,35.0,3.0,66.0,56.0,122.0,179.0,5.0,10.0,127.0,31.0,19.0,23.0,99.0,62.0,50.0,4.19,7.65,25.0,6.0,4.0,22.0,267.0,211.0,211.0,10.0,3.35,7.1,7.1,33.09,33.09,31.22,118.39,29.21,8.4,21.28,3.88,60.78,37.45,27.84,29.21,27.84,121.0,40.0,73.0,234.0,28.0,9.0,1.0,22.0,5.0,54.0,43.0,93.0,133.0,10.0,20.0,120.0,35.0,20.0,21.0,72.0,49.0,40.0,2.72,6.19,20.3,3.0,8.0,17.0,234.0,161.0,161.0,6.0,2.44,2.31,2.58,29.08,29.08,28.03
TBL,2022,TBL,TBL,Team Level,all,68,0.53,0.51,0.52,247266.0,2236.54,246.3,161.9,498.96,74.48,1241.08,877.27,233.39,247.23,234.3,2190.0,910.0,991.0,4091.0,235.0,211.0,32.0,492.0,83.0,1024.0,1055.0,1955.0,2865.0,284.0,658.0,1988.0,1677.0,643.0,638.0,2080.0,775.0,245.0,64.25,94.01,88.05,58.0,92.0,85.0,4128.48,3100.0,3118.71,291.0,36.17,47.26,47.26,235.21,235.9,229.03,2089.6,221.51,149.96,475.63,69.44,1147.28,819.18,211.77,222.02,212.25,2123.0,760.0,973.0,3856.0,205.0,182.0,20.0,454.0,69.0,902.0,1071.0,1918.0,2678.0,300.0,709.0,1834.0,1904.0,681.0,453.0,2017.0,633.0,233.0,59.33,78.42,83.76,59.0,73.0,73.0,3848.92,2883.0,2884.14,203.0,33.37,39.23,39.23,215.65,216.27,211.26
TBL,2022,TBL,TBL,Team Level,5on5,68,0.52,0.52,0.52,197590.0,1702.84,159.6,118.72,400.23,56.89,944.38,687.19,152.44,160.54,153.34,1662.0,705.0,779.0,3146.0,146.0,167.0,24.0,395.0,68.0,771.0,820.0,1516.0,2221.0,248.0,586.0,1492.0,1541.0,516.0,529.0,1671.0,554.0,142.0,51.79,67.85,39.97,45.0,63.0,38.0,3183.48,2367.0,2385.71,256.0,24.64,34.24,34.24,150.0,150.69,147.66,1601.84,146.49,109.38,381.08,53.03,878.85,644.17,140.84,146.99,141.33,1631.0,582.0,739.0,2952.0,129.0,139.0,15.0,380.0,49.0,675.0,841.0,1502.0,2084.0,262.0,631.0,1375.0,1750.0,561.0,373.0,1592.0,481.0,140.0,47.36,59.74,39.39,47.0,51.0,31.0,2944.92,2213.0,2214.14,184.0,22.67,29.26,29.0,140.16,140.77,138.41
TBL,2022,TBL,TBL,Team Level,4on5,68,0.14,0.14,0.16,19582.0,60.12,6.29,3.22,8.4,1.77,18.57,42.76,6.13,6.29,6.13,60.0,21.0,10.0,91.0,4.0,4.0,0.0,8.0,0.0,15.0,50.0,56.0,77.0,10.0,20.0,172.0,66.0,73.0,19.0,53.0,22.0,6.0,1.87,2.79,1.63,0.0,2.0,2.0,91.0,81.0,81.0,18.0,0.74,1.08,1.08,5.95,5.95,5.88,308.41,39.24,28.9,65.19,10.77,188.24,95.67,36.56,39.24,36.56,305.0,123.0,149.0,577.0,40.0,31.0,4.0,49.0,11.0,162.0,135.0,265.0,388.0,18.0,36.0,182.0,41.0,28.0,46.0,300.0,82.0,46.0,7.62,9.71,21.9,7.0,12.0,21.0,577.0,428.0,428.0,3.0,7.5,7.12,7.12,39.62,39.62,38.04
TBL,2022,TBL,TBL,Team Level,5on4,68,0.87,0.86,0.84,20786.0,319.23,43.57,28.84,62.61,10.36,194.37,101.25,40.82,43.57,40.82,314.0,127.0,146.0,587.0,53.0,21.0,5.0,54.0,12.0,172.0,129.0,261.0,388.0,21.0,42.0,197.0,39.0,35.0,67.0,257.0,137.0,47.0,6.42,15.71,21.45,7.0,23.0,23.0,587.0,441.0,441.0,7.0,7.44,4.83,4.83,46.17,46.17,44.25,60.96,6.58,3.29,8.08,1.75,19.42,41.89,6.52,6.58,6.52,66.0,15.0,12.0,93.0,8.0,3.0,0.0,3.0,4.0,11.0,52.0,58.0,73.0,10.0,22.0,157.0,78.0,72.0,13.0,53.0,21.0,7.0,1.63,2.79,2.17,2.0,2.0,4.0,93.0,81.0,81.0,10.0,0.76,0.54,0.54,6.8,6.8,6.78
VGK,2022,VGK,VGK,Team Level,other,68,0.47,0.46,0.45,8726.0,112.54,24.09,8.47,19.99,3.88,62.17,38.4,23.23,24.09,23.23,119.0,38.0,60.0,217.0,26.0,12.0,3.0,16.0,4.0,55.0,44.0,93.0,131.0,5.0,10.0,107.0,43.0,29.0,15.0,94.0,30.0,33.0,3.4,3.88,16.8,6.0,6.0,14.0,217.0,157.0,157.0,6.0,2.34,2.94,2.94,23.48,23.48,22.89,135.75,27.18,10.45,23.89,4.53,77.93,45.01,26.46,27.18,26.46,135.0,54.0,70.0,259.0,23.0,11.0,0.0,31.0,2.0,72.0,50.0,112.0,166.0,2.0,2.0,100.0,28.0,23.0,21.0,111.0,42.0,36.0,4.48,4.94,17.77,5.0,5.0,13.0,259.0,189.0,189.0,8.0,2.94,2.97,2.97,27.15,27.15,26.55
VGK,2022,VGK,VGK,Team Level,all,68,0.53,0.49,0.5,248446.0,2136.88,219.97,152.45,492.38,71.01,1171.35,844.92,210.85,222.31,213.14,2172.0,781.0,1040.0,3993.0,218.0,184.0,35.0,431.0,76.0,926.0,1118.0,1954.0,2735.0,193.0,435.0,2031.0,1650.0,615.0,455.0,2096.0,620.0,237.0,61.25,77.64,81.09,68.0,77.0,73.0,4039.94,2953.0,2982.56,223.0,33.51,40.5,40.59,212.82,214.95,209.94,2121.78,196.22,145.82,498.65,69.96,1178.81,850.54,188.37,195.29,187.48,2096.0,844.0,1229.0,4169.0,185.0,189.0,27.0,481.0,72.0,964.0,1049.0,1911.0,2755.0,205.0,445.0,1847.0,1897.0,574.0,578.0,2210.0,529.0,201.0,62.56,63.77,69.89,58.0,67.0,60.0,4139.65,2940.0,2928.31,265.0,31.97,37.24,37.79,190.4,189.63,185.34
VGK,2022,VGK,VGK,Team Level,5on5,68,0.53,0.49,0.5,208786.0,1702.88,154.28,116.29,408.28,56.64,925.87,692.69,148.02,156.62,150.31,1717.0,638.0,869.0,3224.0,151.0,140.0,26.0,358.0,61.0,729.0,916.0,1566.0,2204.0,174.0,397.0,1611.0,1541.0,535.0,391.0,1710.0,497.0,148.0,50.17,61.91,42.2,58.0,60.0,33.0,3270.94,2355.0,2384.55,203.0,24.12,30.34,30.43,147.92,150.05,147.36,1725.23,138.53,113.54,421.67,56.88,955.45,705.94,133.45,137.6,132.56,1686.0,706.0,1012.0,3404.0,134.0,150.0,21.0,404.0,62.0,766.0,876.0,1552.0,2258.0,191.0,421.0,1477.0,1801.0,483.0,509.0,1845.0,426.0,121.0,52.3,51.65,34.58,52.0,57.0,25.0,3374.65,2392.0,2380.32,245.0,23.41,28.73,29.42,132.53,131.76,129.52
VGK,2022,VGK,VGK,Team Level,4on5,68,0.19,0.12,0.15,14264.0,40.76,6.06,2.53,5.4,1.26,12.47,25.28,5.98,6.06,5.98,47.0,6.0,8.0,61.0,8.0,2.0,1.0,2.0,0.0,9.0,32.0,39.0,45.0,7.0,14.0,114.0,39.0,39.0,16.0,26.0,17.0,10.0,0.78,2.32,2.96,0.0,4.0,4.0,61.0,53.0,53.0,11.0,0.58,0.48,0.48,6.15,6.15,6.1,215.8,25.68,19.59,46.16,7.01,131.07,68.52,23.81,25.68,23.81,222.0,76.0,132.0,430.0,26.0,23.0,4.0,40.0,7.0,119.0,83.0,196.0,272.0,9.0,16.0,135.0,19.0,22.0,37.0,212.0,50.0,36.0,4.67,5.76,15.24,1.0,5.0,20.0,430.0,298.0,298.0,2.0,5.1,4.03,3.9,26.87,26.87,25.43
VGK,2022,VGK,VGK,Team Level,5on4,68,0.88,0.87,0.86,16670.0,280.71,35.54,25.16,58.7,9.23,170.83,88.54,33.62,35.54,33.62,289.0,99.0,103.0,491.0,33.0,30.0,5.0,55.0,11.0,133.0,126.0,256.0,355.0,7.0,14.0,199.0,27.0,12.0,33.0,266.0,76.0,46.0,6.88,9.53,19.13,4.0,7.0,22.0,491.0,388.0,388.0,3.0,6.47,6.74,6.74,35.26,35.26,33.59,45.0,4.83,2.24,6.94,1.55,14.36,31.08,4.65,4.83,4.65,53.0,8.0,15.0,76.0,2.0,5.0,2.0,6.0,1.0,7.0,40.0,51.0,59.0,3.0,6.0,135.0,49.0,46.0,11.0,42.0,11.0,8.0,1.11,1.42,2.3,0.0,0.0,2.0,76.0,61.0,61.0,10.0,0.52,1.51,1.51,3.84,3.84,3.83
OTT,2022,OTT,OTT,Team Level,other,67,0.52,0.51,0.52,9578.0,131.43,28.85,9.69,21.62,4.13,69.39,44.31,27.27,28.85,27.27,134.0,44.0,47.0,225.0,28.0,12.0,4.0,21.0,4.0,52.0,61.0,106.0,150.0,10.0,26.0,112.0,24.0,17.0,24.0,85.0,55.0,38.0,3.5,7.03,18.31,4.0,7.0,17.0,225.0,178.0,178.0,10.0,2.84,3.88,3.88,27.8,27.8,27.29,120.03,26.15,8.3,21.48,3.89,60.87,42.3,22.51,26.15,22.51,114.0,49.0,52.0,215.0,22.0,9.0,0.0,14.0,4.0,58.0,56.0,92.0,141.0,10.0,24.0,114.0,26.0,21.0,23.0,90.0,35.0,38.0,3.56,4.24,18.35,4.0,4.0,14.0,215.0,163.0,163.0,11.0,2.5,2.9,2.71,25.93,25.93,23.33
OTT,2022,OTT,OTT,Team Level,all,67,0.51,0.51,0.51,243167.0,2251.28,233.28,161.07,509.28,74.29,1212.68,879.4,223.2,233.19,223.1,2211.0,859.0,1045.0,4115.0,208.0,225.0,22.0,431.0,69.0,1039.0,1098.0,2003.0,2862.0,293.0,679.0,2046.0,1898.0,473.0,643.0,2101.0,731.0,238.0,61.41,90.77,81.1,50.0,80.0,78.0,4100.55,3070.0,3063.05,413.0,36.3,42.21,42.21,227.37,227.11,221.78,2139.99,226.55,151.96,486.19,70.27,1150.54,840.56,215.08,228.19,216.67,2122.0,805.0,1010.0,3937.0,218.0,203.0,34.0,465.0,64.0,941.0,1036.0,1904.0,2709.0,301.0,704.0,1928.0,1641.0,430.0,632.0,2062.0,603.0,262.0,62.93,73.43,90.17,70.0,69.0,79.0,3983.67,2927.0,2957.18,383.0,34.14,42.33,42.4,218.22,219.69,213.23
OTT,2022,OTT,OTT,Team Level,5on5,67,0.51,0.51,0.51,187058.0,1656.06,147.58,109.54,396.14,54.72,892.52,667.49,142.28,147.5,142.2,1617.0,651.0,814.0,3082.0,121.0,149.0,10.0,341.0,56.0,776.0,825.0,1496.0,2147.0,258.0,597.0,1515.0,1794.0,376.0,509.0,1619.0,523.0,126.0,47.95,65.01,34.63,35.0,59.0,27.0,3067.55,2268.0,2261.05,356.0,22.72,28.45,28.45,141.85,141.59,139.12,1570.73,143.62,105.39,374.37,51.55,841.65,632.48,138.88,145.27,140.48,1556.0,594.0,785.0,2935.0,149.0,137.0,27.0,363.0,48.0,681.0,772.0,1407.0,2001.0,255.0,600.0,1403.0,1501.0,328.0,519.0,1552.0,450.0,148.0,47.83,55.04,40.76,59.0,52.0,38.0,2981.67,2150.0,2180.18,338.0,21.93,27.33,27.62,137.87,139.34,137.05
OTT,2022,OTT,OTT,Team Level,4on5,67,0.13,0.15,0.16,23750.0,71.45,7.21,3.93,10.38,2.48,24.21,50.79,7.16,7.21,7.16,84.0,15.0,16.0,115.0,4.0,4.0,0.0,7.0,2.0,15.0,67.0,80.0,95.0,8.0,16.0,200.0,49.0,59.0,44.0,71.0,16.0,12.0,1.69,2.28,3.24,1.0,2.0,1.0,115.0,99.0,99.0,43.0,0.9,0.78,0.78,7.34,7.34,7.29,374.41,47.36,34.09,80.01,12.33,224.57,116.63,44.68,47.36,44.68,370.0,145.0,158.0,673.0,38.0,49.0,6.0,80.0,10.0,187.0,151.0,332.0,477.0,24.0,48.0,221.0,48.0,19.0,57.0,362.0,91.0,62.0,9.99,10.65,26.72,6.0,7.0,25.0,673.0,515.0,515.0,3.0,8.75,9.79,9.77,46.34,46.34,44.9
OTT,2022,OTT,OTT,Team Level,5on4,67,0.84,0.86,0.84,22781.0,392.34,49.63,37.91,81.12,12.96,226.57,116.8,46.48,49.63,46.48,376.0,149.0,168.0,693.0,55.0,60.0,8.0,62.0,7.0,196.0,145.0,321.0,470.0,17.0,40.0,219.0,31.0,21.0,66.0,326.0,137.0,62.0,8.26,16.45,24.92,10.0,12.0,33.0,693.0,525.0,525.0,4.0,9.83,9.09,9.09,50.37,50.37,48.06,74.82,9.41,4.17,10.34,2.49,23.44,49.15,9.02,9.41,9.02,82.0,17.0,15.0,114.0,9.0,8.0,1.0,8.0,2.0,15.0,57.0,73.0,90.0,12.0,32.0,190.0,66.0,62.0,33.0,58.0,27.0,14.0,1.56,3.5,4.35,1.0,6.0,2.0,114.0,99.0,99.0,31.0,0.96,2.3,2.3,8.07,8.07,7.95
CGY,2022,CGY,CGY,Team Level,other,68,0.47,0.49,0.48,8358.0,112.28,24.44,7.51,20.04,3.62,59.41,41.98,22.43,24.44,22.43,109.0,48.0,54.0,211.0,15.0,6.0,0.0,21.0,5.0,51.0,59.0,94.0,142.0,14.0,32.0,102.0,35.0,22.0,21.0,81.0,44.0,32.0,3.22,5.31,15.92,2.0,4.0,9.0,211.0,157.0,157.0,12.0,2.16,1.87,1.87,24.73,24.73,23.24,123.75,27.82,8.71,21.07,3.99,62.91,42.5,26.17,27.82,26.17,122.0,45.0,51.0,218.0,29.0,12.0,6.0,17.0,5.0,54.0,50.0,93.0,138.0,4.0,8.0,119.0,24.0,17.0,23.0,72.0,57.0,38.0,2.96,7.23,17.63,5.0,7.0,17.0,218.0,167.0,167.0,9.0,2.61,3.95,3.95,26.48,26.48,25.23
CGY,2022,CGY,CGY,Team Level,all,68,0.53,0.57,0.56,248424.0,2435.45,226.55,164.79,571.51,81.37,1339.35,995.44,218.21,227.73,219.37,2425.0,954.0,1158.0,4537.0,207.0,225.0,31.0,583.0,54.0,976.0,1334.0,2218.0,3172.0,269.0,602.0,2122.0,1647.0,537.0,612.0,2530.0,615.0,234.0,70.44,75.45,80.66,65.0,76.0,66.0,4572.09,3379.0,3400.83,313.0,36.4,45.97,45.97,216.98,218.13,213.56,1925.91,201.08,132.24,439.77,63.19,1033.92,765.78,193.19,201.23,193.34,1857.0,779.0,852.0,3488.0,205.0,169.0,25.0,446.0,85.0,750.0,981.0,1652.0,2431.0,255.0,564.0,2053.0,1472.0,549.0,715.0,1852.0,577.0,207.0,56.33,71.82,72.92,72.0,70.0,63.0,3482.17,2636.0,2636.1,390.0,29.55,34.7,34.76,195.86,196.01,191.79
CGY,2022,CGY,CGY,Team Level,5on5,68,0.54,0.57,0.57,197636.0,1896.27,154.84,121.21,465.79,63.39,1037.46,779.31,149.82,156.02,150.97,1875.0,747.0,925.0,3547.0,144.0,179.0,23.0,478.0,38.0,734.0,1049.0,1731.0,2478.0,233.0,526.0,1613.0,1503.0,426.0,505.0,2010.0,464.0,148.0,56.74,57.07,41.04,59.0,60.0,25.0,3582.09,2622.0,2643.83,263.0,24.97,34.1,34.1,145.72,146.87,144.72,1462.35,130.72,96.09,352.62,48.33,784.58,594.65,126.55,130.86,126.7,1400.0,607.0,666.0,2673.0,134.0,133.0,17.0,350.0,65.0,565.0,760.0,1266.0,1873.0,232.0,518.0,1560.0,1355.0,467.0,586.0,1477.0,407.0,123.0,45.28,51.12,34.32,60.0,48.0,26.0,2667.17,2007.0,2007.11,341.0,19.91,25.39,25.45,125.18,125.33,123.59
CGY,2022,CGY,CGY,Team Level,4on5,68,0.2,0.22,0.25,21832.0,95.11,9.54,5.07,13.77,3.15,31.78,67.7,9.28,9.54,9.28,103.0,28.0,16.0,147.0,8.0,3.0,0.0,12.0,2.0,17.0,89.0,95.0,123.0,8.0,16.0,196.0,79.0,61.0,40.0,95.0,26.0,10.0,2.74,3.22,3.58,1.0,4.0,3.0,147.0,131.0,131.0,36.0,1.15,0.9,0.9,9.79,9.79,9.73,284.83,37.02,24.77,58.72,9.24,170.09,90.17,35.14,37.02,35.14,272.0,118.0,118.0,508.0,37.0,19.0,2.0,72.0,14.0,122.0,126.0,235.0,353.0,8.0,16.0,204.0,27.0,18.0,70.0,255.0,95.0,40.0,6.61,11.17,19.23,7.0,10.0,20.0,508.0,390.0,390.0,8.0,6.41,3.92,3.92,39.5,39.5,38.29
CGY,2022,CGY,CGY,Team Level,5on4,68,0.87,0.88,0.87,20598.0,331.8,37.72,31.01,71.9,11.22,210.69,106.45,36.68,37.72,36.68,338.0,131.0,163.0,632.0,40.0,37.0,8.0,72.0,9.0,174.0,137.0,298.0,429.0,14.0,28.0,211.0,30.0,28.0,46.0,344.0,81.0,44.0,7.74,9.85,20.13,3.0,8.0,29.0,632.0,469.0,469.0,2.0,8.12,9.1,9.1,36.74,36.74,35.86,54.98,5.53,2.67,7.37,1.63,16.33,38.47,5.33,5.53,5.33,63.0,9.0,17.0,89.0,5.0,5.0,0.0,7.0,1.0,9.0,45.0,58.0,67.0,11.0,22.0,170.0,66.0,47.0,36.0,48.0,18.0,6.0,1.49,2.3,1.74,0.0,5.0,0.0,89.0,72.0,72.0,32.0,0.62,1.44,1.44,4.71,4.71,4.68
TOR,2022,TOR,TOR,Team Level,other,66,0.5,0.45,0.47,7834.0,84.09,21.41,6.04,14.36,2.78,42.75,28.67,19.99,21.41,19.99,82.0,34.0,38.0,154.0,21.0,7.0,1.0,12.0,6.0,28.0,42.0,61.0,95.0,2.0,4.0,87.0,19.0,22.0,22.0,53.0,29.0,34.0,2.04,3.55,15.82,1.0,5.0,15.0,154.0,116.0,116.0,13.0,1.7,2.41,2.49,20.61,20.61,19.8,97.77,21.3,7.31,18.11,3.39,51.66,31.22,19.35,21.3,19.35,96.0,37.0,58.0,191.0,20.0,14.0,2.0,14.0,4.0,43.0,38.0,76.0,113.0,7.0,12.0,70.0,30.0,19.0,10.0,67.0,34.0,32.0,2.52,4.27,14.51,6.0,4.0,10.0,191.0,133.0,133.0,1.0,2.11,4.89,4.89,18.52,18.52,18.0
TOR,2022,TOR,TOR,Team Level,all,66,0.54,0.51,0.52,239164.0,2136.89,229.45,156.73,480.97,70.54,1168.44,821.88,218.63,231.27,220.42,2123.0,805.0,909.0,3837.0,226.0,199.0,33.0,431.0,71.0,932.0,1069.0,1897.0,2702.0,233.0,502.0,1893.0,1414.0,599.0,690.0,2004.0,664.0,260.0,60.54,82.87,86.04,67.0,79.0,80.0,3891.86,2928.0,2959.64,387.0,34.57,43.25,43.3,220.72,222.45,216.7,1945.31,194.61,137.58,447.84,64.86,1062.62,771.5,185.17,194.05,184.63,1906.0,773.0,968.0,3647.0,178.0,190.0,29.0,398.0,79.0,908.0,926.0,1728.0,2501.0,237.0,497.0,1642.0,2097.0,530.0,630.0,1882.0,593.0,204.0,52.73,72.57,69.3,63.0,59.0,56.0,3602.89,2679.0,2657.74,368.0,30.39,39.95,39.95,185.05,184.67,180.08
TOR,2022,TOR,TOR,Team Level,5on5,66,0.54,0.51,0.52,192500.0,1666.21,157.27,115.92,390.7,54.76,914.13,655.23,151.31,159.09,153.1,1646.0,642.0,737.0,3025.0,148.0,139.0,22.0,364.0,56.0,724.0,857.0,1498.0,2140.0,213.0,464.0,1481.0,1313.0,512.0,571.0,1611.0,525.0,152.0,49.06,66.06,42.14,58.0,57.0,33.0,3079.86,2288.0,2319.64,335.0,24.08,29.3,29.28,152.07,153.8,150.68,1517.45,134.52,102.81,364.08,50.54,825.19,614.86,129.18,133.97,128.64,1469.0,623.0,783.0,2875.0,116.0,144.0,19.0,326.0,66.0,698.0,742.0,1353.0,1976.0,216.0,457.0,1231.0,1959.0,447.0,514.0,1507.0,460.0,125.0,43.02,56.24,35.27,50.0,43.0,23.0,2830.89,2092.0,2070.74,334.0,21.34,28.44,28.92,126.96,126.56,124.01
TOR,2022,TOR,TOR,Team Level,4on5,66,0.21,0.16,0.18,19585.0,63.02,8.53,3.73,9.66,2.15,20.44,40.48,8.24,8.53,8.24,72.0,13.0,9.0,94.0,7.0,5.0,1.0,4.0,3.0,18.0,48.0,65.0,78.0,5.0,8.0,137.0,59.0,54.0,37.0,50.0,19.0,16.0,1.42,2.48,4.63,1.0,3.0,3.0,94.0,85.0,85.0,34.0,0.85,1.4,1.4,7.99,7.99,7.91,271.29,32.04,24.24,57.31,9.07,168.12,86.23,30.18,32.04,30.18,278.0,99.0,116.0,493.0,35.0,27.0,7.0,53.0,9.0,149.0,104.0,243.0,342.0,9.0,18.0,203.0,44.0,18.0,80.0,260.0,78.0,39.0,5.76,9.14,17.15,6.0,7.0,22.0,493.0,377.0,377.0,9.0,6.2,5.52,5.05,33.19,33.19,31.77
TOR,2022,TOR,TOR,Team Level,5on4,66,0.86,0.86,0.85,19245.0,323.56,42.24,31.05,66.25,10.85,191.11,97.5,39.09,42.24,39.09,323.0,116.0,125.0,564.0,50.0,48.0,9.0,51.0,6.0,162.0,122.0,273.0,389.0,13.0,26.0,188.0,23.0,11.0,60.0,290.0,91.0,58.0,8.01,10.78,23.45,7.0,14.0,29.0,564.0,439.0,439.0,5.0,7.94,10.14,10.14,40.05,40.05,38.32,58.79,6.74,3.23,8.34,1.86,17.66,39.18,6.46,6.74,6.46,63.0,14.0,11.0,88.0,7.0,5.0,1.0,5.0,0.0,18.0,42.0,56.0,70.0,5.0,10.0,138.0,64.0,46.0,26.0,48.0,21.0,8.0,1.44,2.92,2.38,1.0,5.0,1.0,88.0,77.0,77.0,24.0,0.75,1.1,1.1,6.39,6.39,6.3
EDM,2022,EDM,EDM,Team Level,other,68,0.56,0.51,0.51,8171.0,117.9,28.57,8.45,19.06,3.67,60.67,37.58,27.67,28.57,27.67,118.0,40.0,48.0,206.0,28.0,6.0,1.0,25.0,1.0,52.0,46.0,90.0,130.0,9.0,18.0,116.0,17.0,25.0,20.0,67.0,52.0,39.0,2.62,6.57,19.38,1.0,9.0,18.0,206.0,158.0,158.0,6.0,2.41,1.82,2.24,28.74,28.74,28.21,113.88,22.21,8.21,21.35,4.64,59.92,37.68,21.0,22.21,21.0,123.0,31.0,41.0,195.0,23.0,10.0,1.0,25.0,4.0,48.0,44.0,100.0,131.0,7.0,14.0,103.0,27.0,22.0,18.0,81.0,44.0,29.0,3.02,5.21,13.98,4.0,6.0,13.0,195.0,154.0,154.0,9.0,2.37,2.5,2.5,22.08,22.08,21.1
